id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree health condition,field:tree canopy symptoms,field:dieback percent,field:percent canopy affected (%),field:number of additional unhealthy trees (of same species) in area (within sight),"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - access to water,field:optional - estimated time spent to make this observation (# of minutes),field:tree number (from google map) if applicable,field:tree number (from arboreta or other dataset) if applicable,field:optional - signs of sap sucker feeding?,field:notes,field:are baby redcedar trees present within sight?,field:brief tree health description,field:did the tree have any bark discoloration (eg. browning),field:evidence of wood borers or bark beetles?,field:leaf production or drop timing,field:location name - community spaces,field:location type - community spaces,field:most prevalent understory species,field:optional - can we follow up with you?,field:optional - did the tree have heat damage,field:optional - site hydrology,field:optional - site type,field:optional - site/area disturbance level,field:optional - site/location description,field:optional - slope position,field:optional - timing of symptoms estimate,field:optional - were there any other unhealthy plant species on the site?,field:percent of trees (of same species) within sight that are unhealthy,field:plant health condition,field:plant health symptom - rhododendron,field:powdery mildew - percent coverage,field:powdery mildew?,field:relative cone crop,field:sample submitted to laboratory?,field:signs of sooty bark disease?,field:suspected phytophthora infection?,field:tree canopy symptoms - birch,field:tree canopy symptoms - maple,field:tree canopy symptoms - wrc - simplified,field:tree condition,field:tree diameter,field:tree diameter (inches),field:tree equity score,field:tree health issue,field:tree height total (ft),field:tree number,field:urban tree health condition
52964145,23f27991-ca9b-4400-b0f8-da1269fd100f,2020-05-31 5:21:45 PM PDT,2020-05-31,2020-06-01 00:21:45 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2020-07-13 18:15:30 UTC,2021-05-13 04:29:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/52964145,https://inaturalist-open-data.s3.amazonaws.com/photos/84221685/medium.jpeg,,"",dying T. plicata,1,0,false,2,"1959 North East Pacific Street Suite 318 Box 356370, Seattle, WA 98195, Seattle, WA 98195, USA",47.6509785313,-122.3072987795,14,,,,14,,open,false,gps,gps,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Yellowing Canopy,,"Healthy, no dieback(0%)",0,Not sure,No selection,,,,,,,"",,,,,,,,,No Selection,,Upland or well drained,Urban Landscaped,,Yard or open park grounds,Area is flat (e.g. field),,,,,,,,,,,,,,,,,,,,,,
52996969,e46e29e0-27b7-4217-a6e4-2be9176fe7e1,Mon Jul 13 2020 15:41:36 GMT-0700 (PDT),2020-07-13,2020-07-13 22:41:36 UTC,Pacific Time (US & Canada),3064171,fernsibley,Fern Wexler,2020-07-13 23:22:01 UTC,2021-03-20 04:12:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/52996969,https://inaturalist-open-data.s3.amazonaws.com/photos/84274865/medium.jpg,,"",,1,0,false,3,"Balch Creek, Portland, OR, US",45.5276366667,-122.73137,,,,,,,open,false,,,Portland,Multnomah,Oregon,United States,Oregon,Multnomah,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,,Medium,,,,,,,,,,,,,,,,,,,"Medium (moderately used trails, etc)",Inside a forest canopy,,,,,,,,,,,,,,,,,,,,,,,
53230757,f2e74665-8dba-4552-98a9-1c397e2fabe6,2020/07/14 8:35 AM PDT,2020-07-14,2020-07-14 15:35:00 UTC,Pacific Time (US & Canada),1078020,northvandad,John Martin,2020-07-16 05:36:27 UTC,2024-07-07 04:12:59 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/53230757,https://inaturalist-open-data.s3.amazonaws.com/photos/84653003/medium.jpg,,"",,1,0,false,,"Coquitlam, BC, Canada",49.2409174,-122.8086868,,,,,,,open,false,,,,Greater Vancouver,British Columbia,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,,,,,,,,,,,,,,,,,,,,,,Urban yard or open park grounds,,,,,,,,,,,,,,,,,,,,,,,
53539955,84714a30-659e-4bd5-8427-3e4674a4cad2,2020/07/17 12:53 PM PDT,2020-07-17,2020-07-17 19:53:00 UTC,Pacific Time (US & Canada),1078020,northvandad,John Martin,2020-07-18 23:55:31 UTC,2024-07-13 18:37:55 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/53539955,https://inaturalist-open-data.s3.amazonaws.com/photos/85159675/medium.jpg,,"",,1,0,false,,"Greater Vancouver, British Columbia, Canada",49.1915136,-122.6040854,,,,,,,open,false,,,,Greater Vancouver,British Columbia,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,,,,,,,,,,,,,,,,,,,,,,Urban yard or open park grounds,,,,,,,,,,,,,,,,,,,,,,,
53766205,debd28a6-a99e-4bf7-9111-e196ca3084e8,Sat Jul 18 2020 19:54:06 GMT-0700 (PDT),2020-07-18,2020-07-19 02:54:06 UTC,Pacific Time (US & Canada),1494532,angelique_k,Angelique,2020-07-20 20:06:52 UTC,2021-04-18 02:23:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53766205,https://inaturalist-open-data.s3.amazonaws.com/photos/85525927/medium.jpg,,Western Redcedar Dieback Map,Note chlophylum at base,1,0,false,3,"Playfair Park, Victoria, BC, CA",48.4625312452,-123.3567977925,52,,,,52,,open,false,,,"Saanich, British Columbia",Capital,British Columbia,Canada,British Columbia,Capital,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,No selection,,"",,,,"",,,,,,,,,No Selection,,No Selection,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,No selection,No selection,No selection,,,,,,,,,,,,,,,,,,,,
55095755,46f0cdd5-0871-49d3-be0e-30bbb4a9de3b,Sat Aug 01 2020 14:56:33 GMT-0700 (PDT),2020-08-01,2020-08-01 21:56:33 UTC,Pacific Time (US & Canada),3064171,fernsibley,Fern Wexler,2020-08-01 23:27:57 UTC,2022-08-20 07:45:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/55095755,https://inaturalist-open-data.s3.amazonaws.com/photos/87706408/medium.jpg,,"",,1,0,false,3,"Tualatin River National Wildlife Refuge, Sherwood, OR, US",45.3880116667,-122.8368616667,,,,,,,open,false,,,,Washington,Oregon,United States,Oregon,Washington,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Branch Dieback or 'Flagging',,30-59% of the canopy is unhealthy,0,"Yes (please elaborate in Notes, add Picture if possible)","Needle disease (dieback, checking, blight, etc.)",Large,,,,,,Damage from humans grabbing/pulling/breaking low branches.,,,,,,,,,,,,,"Medium (moderately used trails, etc)",Inside a forest canopy,,,,,,,,,,,,,,,,,,,,,,,
57555960,23f677f8-898c-4050-a996-ed25571e0af7,2020/08/24 9:58 AM PDT,2020-08-24,2020-08-24 16:58:00 UTC,Pacific Time (US & Canada),1078020,northvandad,John Martin,2020-08-25 16:31:05 UTC,2024-07-12 00:49:52 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/57555960,https://inaturalist-open-data.s3.amazonaws.com/photos/91815383/medium.jpg,,"",,1,0,false,,"Greater Vancouver, British Columbia, Canada",49.1847692967,-122.7737085567,,,,,,,open,false,,,,Greater Vancouver,British Columbia,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,,,,,,,,,,,,,,,,,,,,,,Urban yard or open park grounds,,,,,,,,,,,,,,,,,,,,,,,
57676245,4add6f63-e97d-426c-8068-33e216155f33,2020-08-24 7:54:36 AM PDT,2020-08-24,2020-08-24 14:54:36 UTC,Pacific Time (US & Canada),1075602,geographerdave,David Anderson,2020-08-26 21:18:50 UTC,2024-08-29 18:11:20 UTC,research,CC-BY,https://www.inaturalist.org/observations/57676245,https://inaturalist-open-data.s3.amazonaws.com/photos/92020076/medium.jpeg,,"",a short distance outside the 2020 Lionshead Fire zone,1,0,false,2,"Marion County, OR, USA",44.8503555556,-121.8456972222,,,,,,,open,false,gps,gps,,Marion,Oregon,United States,Oregon,Marion,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,No,,,,,,,,,,,,,,,,,Yes,,Upland or well drained,Rural,"None - natural forest, far from development",Forest edge,,,,,,,,,,,,,,,,,,,,,,,
57888423,a6b96309-384d-4122-b901-8fe39b33b4df,2020/08/27 10:47 AM PDT,2020-08-27,2020-08-27 17:47:00 UTC,Pacific Time (US & Canada),1078020,northvandad,John Martin,2020-08-29 02:46:34 UTC,2024-07-17 01:09:36 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/57888423,https://inaturalist-open-data.s3.amazonaws.com/photos/92375920/medium.jpg,,"",,1,0,false,,"Metro Vancouver, BC, Canada",49.3440217133,-123.0047542833,,,,,,,open,false,,,,Greater Vancouver,British Columbia,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,,,,,,,,,,,,,,,,,,,,,,Inside a forest canopy,,,,,,,,,,,,,,,,,,,,,,,
58576022,b426b646-81ed-4fde-97c4-5b02ff709867,2020/09/03 1:56 PM PDT,2020-09-03,2020-09-03 20:56:00 UTC,Pacific Time (US & Canada),1078020,northvandad,John Martin,2020-09-05 05:11:02 UTC,2021-01-10 05:54:03 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/58576022,https://inaturalist-open-data.s3.amazonaws.com/photos/93529749/medium.jpg,,"",,1,0,false,,"Squamish, BC, Canada",49.77567643,-123.1109970667,,,,,,,open,false,,,,Squamish-Lillooet,British Columbia,Canada,British Columbia,Squamish-Lillooet,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58862868,65f4e353-35db-4c35-81f5-1a93fa53580e,2020/09/06 3:55 PM PDT,2020-09-06,2020-09-06 22:55:00 UTC,Pacific Time (US & Canada),1078020,northvandad,John Martin,2020-09-07 18:24:25 UTC,2021-01-10 05:50:04 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/58862868,https://inaturalist-open-data.s3.amazonaws.com/photos/94004043/medium.jpg,,"",,1,0,false,,"Greater Vancouver, British Columbia, Canada",49.3902320967,-123.3506584733,,,,,,,open,false,,,,Greater Vancouver,British Columbia,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60516594,f45acda5-d158-4d3c-a525-892d9446f3ec,2020/09/21 12:06 PM PDT,2020-09-21,2020-09-21 19:06:00 UTC,Pacific Time (US & Canada),1078020,northvandad,John Martin,2020-09-23 14:57:37 UTC,2024-07-13 14:07:43 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/60516594,https://inaturalist-open-data.s3.amazonaws.com/photos/96779418/medium.jpg,,"",,1,0,false,,"Greater Vancouver, British Columbia, Canada",49.3768795717,-123.331412925,,,,,,,open,false,,,,Greater Vancouver,British Columbia,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,,,,,,,,,,,,,,,,,,,,Rural,,,,,,,,,,,,,,,,,,,,,,,,,
61398540,10a55992-acb4-4d3d-bfa1-16650569736a,Sat Sep 26 2020 11:17:47 GMT-0700 (PDT),2020-09-26,2020-09-26 18:17:47 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2020-10-01 15:54:49 UTC,2021-05-13 04:03:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61398540,https://inaturalist-open-data.s3.amazonaws.com/photos/98246764/medium.jpg,,"",Note that this tree is healthy. Classic thinning of older foliage.,1,0,false,3,"Seattle Children's Hospital, Seattle, WA, US",47.6614026155,-122.2832440962,27,,,,27,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,No selection,,,,,,,,,,,,,,,,,,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Lower slope,,,,,,,,,,,,,,,,,,,,,,
61399467,d75eb9f3-02b1-4540-8307-6477d158c279,2020-08-28 1:24:51 PM PDT,2020-08-28,2020-08-28 20:24:51 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2020-10-01 16:06:28 UTC,2021-05-07 19:00:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61399467,https://inaturalist-open-data.s3.amazonaws.com/photos/98248184/medium.jpeg,,"",Declining western redcedar trees,1,0,false,2,"Smokey Point, WA, USA",48.1705133577,-122.1901978925,72,,,,72,,open,false,gps,gps,,Snohomish,Washington,United States,Washington,Snohomish,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Old Dead Top (needles already gone),,30-59% of the canopy is unhealthy,4-6,Not sure,,,,,,,,,,,,,,,,,,,,Suburban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Roadside,Area is flat (e.g. field),,,,,,,,,,,,,,,,,,,,,,
61400313,d51a7299-75b7-466b-9eeb-68ec57c7814a,2020-08-25 6:48:28 PM PDT,2020-08-25,2020-08-26 01:48:28 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2020-10-01 16:17:33 UTC,2021-05-07 19:10:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61400313,https://inaturalist-open-data.s3.amazonaws.com/photos/98249566/medium.jpeg,,"",Many declining western redcedar,1,0,false,2,"Sand Point, Seattle, WA 98115, USA",47.6751263319,-122.2610672191,38,,,,38,,open,false,gps,gps,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,dead top,,more than 75% of the crown is unhealthy,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61401102,0e6f09df-3d46-410f-a2d4-9f26207bc98c,2020-08-25 6:43:41 PM PDT,2020-08-25,2020-08-26 01:43:41 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2020-10-01 16:26:24 UTC,2021-05-07 19:10:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61401102,https://inaturalist-open-data.s3.amazonaws.com/photos/98250899/medium.jpeg,,"",Multiple declining trees,1,0,false,2,"NE 65th St & Radford Dr NE, Seattle, WA 98115, USA",47.6761844239,-122.2620814294,27,,,,27,,open,false,gps,gps,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,New Dead Top (red or brown needles still attached),,1-29% of the canopy is unhealthy,4-6,,,,,,,,,,,,,,,,,,,,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,Area is flat (e.g. field),,,,,,,,,,,,,,,,,,,,,,
61401305,5195461d-83fb-4580-9361-508390fe54a1,2020-08-25 6:32:39 PM PDT,2020-08-25,2020-08-26 01:32:39 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2020-10-01 16:29:05 UTC,2021-05-07 19:11:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61401305,https://inaturalist-open-data.s3.amazonaws.com/photos/98251232/medium.jpeg,,"",Individual tree declining,1,0,false,2,"NE 65th St & Radford Dr NE, Seattle, WA 98115, USA",47.6761706532,-122.2624612972,41,,,,41,,open,false,gps,gps,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,New Dead Top (red or brown needles still attached),,30-59% of the canopy is unhealthy,2-3,Not sure,Other (please describe in Notes),,,,,,,,,,,,,,,,,,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,Area is flat (e.g. field),,,,,,,,,,,,,,,,,,,,,,
61401534,6cc8f0e5-015e-49e7-bfa4-00141ce4870f,2020-08-14 2:27:37 PM PDT,2020-08-14,2020-08-14 21:27:37 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2020-10-01 16:31:58 UTC,2021-05-13 04:00:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61401534,https://inaturalist-open-data.s3.amazonaws.com/photos/98251607/medium.jpeg,,"",Individual declining redcedar,1,0,false,2,"La Conner, WA 98257, USA",48.4179449564,-122.5708103925,68,,,,68,,open,false,gps,gps,,Skagit,Washington,United States,Washington,Skagit,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Old Dead Top (needles already gone),,30-59% of the canopy is unhealthy,0,Not sure,,,,,,,,,,,,,,,,,,,Upland or well drained,Rural,"Low - fairly natural, not much development",Urban yard or open park grounds,Area is flat (e.g. field),,,,,,,,,,,,,,,,,,,,,,
61423931,845c05f5-2564-4937-ad01-f8c1ef297895,Thu Oct 01 2020 10:46:33 GMT-0700 (PDT),2020-10-01,2020-10-01 17:46:33 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2020-10-01 20:41:03 UTC,2021-05-13 04:00:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61423931,https://inaturalist-open-data.s3.amazonaws.com/photos/98289894/medium.jpg,,"",Thinning canopy,1,0,false,3,"Burke-Gilman Playground Park, Seattle, WA, US",47.6654002946,-122.2830562674,25,,,,25,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Thinning Canopy,,30-59% of the canopy is unhealthy,0,,,,,,,,,,,,,,,,,,,,Seasonally flooded area,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Forest edge,Floodplain or valley bottom,,,,,,,,,,,,,,,,,,,,,,
61537163,6f57a3d1-c437-4a56-8742-71e6273ba0d3,2020/10/01 10:25 AM PDT,2020-10-01,2020-10-01 17:25:00 UTC,Pacific Time (US & Canada),1078020,northvandad,John Martin,2020-10-03 03:44:22 UTC,2024-07-10 04:50:22 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/61537163,https://inaturalist-open-data.s3.amazonaws.com/photos/98483920/medium.jpg,,"",,1,0,false,,"Porteau Cove, Squamish-Lillooet, British Columbia, Canada",49.5516249567,-123.2381864917,,,,,,,open,false,,,,Squamish-Lillooet,British Columbia,Canada,British Columbia,Squamish-Lillooet,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61624246,41196663-07fa-4988-bf20-6f7fd0737483,Sat Oct 03 2020 15:05:36 GMT-0700 (PDT),2020-10-03,2020-10-03 22:05:36 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2020-10-03 23:59:48 UTC,2021-05-13 03:58:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61624246,https://inaturalist-open-data.s3.amazonaws.com/photos/98627972/medium.jpg,,"",Healthy redcedar trees shedding older foliage,1,0,false,3,"Blyth Park, Bothell, WA, US",47.7494723567,-122.2079986731,22,,,,22,,open,false,,,Bothell City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,healthy,,Healthy (0% is unhealthy),0,Not sure,,,,,,,,,,,,,,,,,,,,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,Area is flat (e.g. field),,,,,,,,,,,,,,,,,,,,,,
61624408,b1f5f3a2-2f47-45e2-8663-d01f5818fe0a,Sat Oct 03 2020 15:05:15 GMT-0700 (PDT),2020-10-03,2020-10-03 22:05:15 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2020-10-04 00:02:06 UTC,2021-05-13 03:59:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61624408,https://inaturalist-open-data.s3.amazonaws.com/photos/98628255/medium.jpg,,"",Slight thinning of upper canopy,1,0,false,3,"Blyth Park, Bothell, WA, US",47.750082372,-122.2083493488,22,,,,22,,open,false,,,Bothell City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,healthy,,1-29% of the canopy is unhealthy,0,Not sure,,,,,,,,,,,,,,,,,,,Upland or well drained,Urban,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Urban yard or open park grounds,Area is flat (e.g. field),,,,,,,,,,,,,,,,,,,,,,
61624619,52c4308e-b0b2-4a01-b1d3-03296227cdb8,Sat Oct 03 2020 14:54:43 GMT-0700 (PDT),2020-10-03,2020-10-03 21:54:43 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2020-10-04 00:04:35 UTC,2021-12-10 20:48:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61624619,https://inaturalist-open-data.s3.amazonaws.com/photos/98628572/medium.jpg,,"",Healthy stand of western redcedar trees,1,0,false,3,"W Riverside Dr, Bothell, WA, US",47.750931613,-122.2077266787,22,,,,22,,open,false,,,Bothell City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,healthy,,Healthy (0%),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61923541,3b4a8dc0-8334-4433-a14f-452c59e6e984,2020/10/06 11:20 AM PDT,2020-10-06,2020-10-06 18:20:00 UTC,Pacific Time (US & Canada),1078020,northvandad,John Martin,2020-10-07 04:12:15 UTC,2021-01-10 05:44:18 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/61923541,https://inaturalist-open-data.s3.amazonaws.com/photos/99150542/medium.jpg,,"",,1,0,false,,"Murrin, Squamish-Lillooet, British Columbia, Canada",49.6453608117,-123.2046451717,,,,,,,open,false,,,,Squamish-Lillooet,British Columbia,Canada,British Columbia,Squamish-Lillooet,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62133383,b621f42e-1a6c-4972-8734-00a6f6455371,Fri Oct 09 2020 12:01:14 GMT-0700 (PDT),2020-10-09,2020-10-09 19:01:14 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2020-10-09 19:02:49 UTC,2022-02-03 18:06:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/62133383,https://inaturalist-open-data.s3.amazonaws.com/photos/99699622/medium.jpg,,"","",1,0,false,3,"Washington, US",47.1098824501,-121.8078283388,10,"Forest Rd, Enumclaw, WA, US",47.1943095793,-121.9153992088,26903,obscured,open,true,,,,King,Washington,United States,Washington,King,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,,Healthy,,"Healthy, no dieback(0%)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62139519,4533b990-2dc3-42d1-a042-056003ee7665,Fri Oct 09 2020 13:17:51 GMT-0700 (PDT),2020-10-09,2020-10-09 20:17:51 UTC,Pacific Time (US & Canada),500327,jmhulbert,Joey H,2020-10-09 20:22:03 UTC,2021-01-27 04:12:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/62139519,https://inaturalist-open-data.s3.amazonaws.com/photos/99699724/medium.jpg,,"",,1,0,false,3,"Washington State University Puyallup Research Center, Puyallup, WA, US",47.188739637,-122.3279077002,5,,,,5,,open,false,,,"Puyallup, WA",Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,,dead top,,1-25% of the crown is unhealthy,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
